user_id,persona,occupation,monthly_income,monthly_expenses,savings,average_balance,digital_transactions,cash_transactions,income_variance,expense_ratio,savings_ratio,emi_ratio,missed_payments,income_growth,financial_tier
GL04039,Ramesh,Daily Wage Worker,15303,9754,409,1739,13,34,High,0.6374,0.0267,0.1547,3,Stable,Building
GL04040,Ramesh,Daily Wage Worker,21561,8850,419,4440,17,31,Medium,0.4105,0.0194,0.3574,1,Stable,Building
GL04041,Ramesh,Daily Wage Worker,21201,15930,716,4747,22,34,Medium,0.7514,0.0338,0.3756,1,Stable,Building
GL04042,Ramesh,Daily Wage Worker,16193,13470,296,2350,16,47,Medium,0.8319,0.0183,0.3939,2,Stable,Building
GL04043,Ramesh,Daily Wage Worker,15826,9372,1626,1387,19,45,High,0.5922,0.1027,0.1703,2,Stable,Building
GL04044,Ramesh,Daily Wage Worker,13692,5641,672,1360,20,31,Medium,0.412,0.0491,0.112,3,Stable,Building
GL04045,Ramesh,Daily Wage Worker,18459,11247,987,4237,22,49,Medium,0.6093,0.0535,0.1043,4,Declining,Building
GL04046,Ramesh,Daily Wage Worker,19444,8899,1267,3749,21,42,High,0.4577,0.0652,0.1471,0,Stable,Emerging
GL04047,Ramesh,Daily Wage Worker,10034,6651,1521,3143,11,31,High,0.6629,0.1516,0.2994,3,Declining,Building
GL04048,Ramesh,Daily Wage Worker,11696,10415,259,4902,16,38,Medium,0.8905,0.0221,0.3731,0,Stable,Building
GL04049,Ramesh,Daily Wage Worker,16295,7184,1895,1529,5,58,High,0.4409,0.1163,0.136,5,Declining,Building
GL04050,Ramesh,Daily Wage Worker,15367,12597,1329,3292,15,30,Medium,0.8198,0.0865,0.2225,2,Declining,Building
GL04051,Ramesh,Daily Wage Worker,11526,7426,1564,4926,13,37,High,0.6443,0.1357,0.1463,2,Stable,Building
GL04052,Ramesh,Daily Wage Worker,11249,10880,344,2591,25,51,Medium,0.9672,0.0306,0.2257,5,Stable,Building
GL04053,Ramesh,Daily Wage Worker,19711,8461,670,4231,22,37,High,0.4293,0.034,0.1301,3,Stable,Building
GL04054,Ramesh,Daily Wage Worker,10344,4893,576,2485,9,53,Medium,0.4731,0.0557,0.3113,3,Declining,Building
GL04055,Ramesh,Daily Wage Worker,20248,17107,533,3042,9,43,High,0.8449,0.0263,0.3097,0,Declining,Building
GL04056,Ramesh,Daily Wage Worker,16660,9876,535,3344,6,40,Medium,0.5928,0.0321,0.2459,3,Declining,Building
GL04057,Ramesh,Daily Wage Worker,18156,17745,147,4100,11,36,Low,0.9774,0.0081,0.3902,2,Declining,Building
GL04058,Ramesh,Daily Wage Worker,13107,11017,440,3621,5,32,High,0.8406,0.0336,0.2723,5,Stable,Building
GL04059,Ramesh,Daily Wage Worker,13907,12838,810,2492,14,59,Medium,0.9232,0.0582,0.3559,3,Declining,Building
GL04060,Ramesh,Daily Wage Worker,14821,9850,81,1132,25,41,Medium,0.6646,0.0055,0.2027,3,Stable,Building
GL04061,Ramesh,Daily Wage Worker,16029,7527,50,2351,24,57,Low,0.4696,0.0031,0.2612,5,Stable,Building
GL04062,Ramesh,Daily Wage Worker,10641,9570,841,2666,20,58,Medium,0.8994,0.079,0.3203,3,Stable,Building
GL04063,Ramesh,Daily Wage Worker,12972,5856,1830,3452,20,48,Medium,0.4515,0.1411,0.2813,3,Stable,Building
GL04064,Ramesh,Daily Wage Worker,20369,15759,949,4573,5,31,High,0.7737,0.0466,0.3324,2,Stable,Building
GL04065,Ramesh,Daily Wage Worker,19195,7964,1803,3081,24,34,Medium,0.4149,0.0939,0.2889,5,Declining,Building
GL04066,Ramesh,Daily Wage Worker,20823,13970,615,2817,15,60,High,0.6709,0.0295,0.1379,5,Declining,Building
GL04067,Ramesh,Daily Wage Worker,11619,8979,1168,4058,8,50,Medium,0.7728,0.1005,0.3799,1,Declining,Building
GL04068,Ramesh,Daily Wage Worker,12721,6246,31,4797,9,35,Medium,0.491,0.0024,0.1642,0,Declining,Building
GL04069,Ramesh,Daily Wage Worker,12513,7159,1780,1281,10,47,High,0.5722,0.1423,0.1621,3,Stable,Building
GL04070,Ramesh,Daily Wage Worker,12033,8082,1715,4220,11,42,High,0.6717,0.1425,0.2127,4,Stable,Building
GL04071,Ramesh,Daily Wage Worker,18494,10648,1194,3818,17,60,Medium,0.5758,0.0646,0.3642,1,Declining,Building
GL04072,Ramesh,Daily Wage Worker,21316,20659,528,2693,19,35,Medium,0.9692,0.0248,0.11,3,Stable,Building
GL04073,Ramesh,Daily Wage Worker,13816,8056,485,2233,10,47,Medium,0.5831,0.0351,0.1601,1,Declining,Building
GL04074,Ramesh,Daily Wage Worker,17321,14975,546,2168,7,58,Medium,0.8646,0.0315,0.236,4,Stable,Building
GL04075,Ramesh,Daily Wage Worker,21949,13371,1776,1266,7,52,Low,0.6092,0.0809,0.1188,2,Declining,Building
GL04076,Ramesh,Daily Wage Worker,10393,9293,716,4882,10,38,High,0.8942,0.0689,0.3846,0,Stable,Building
GL04077,Ramesh,Daily Wage Worker,14444,10480,736,4669,12,42,High,0.7256,0.051,0.1987,5,Stable,Building
GL04078,Ramesh,Daily Wage Worker,15879,13705,604,3944,18,42,High,0.8631,0.038,0.3433,2,Declining,Building
GL04079,Ramesh,Daily Wage Worker,17794,16945,226,3667,19,57,High,0.9523,0.0127,0.2207,4,Stable,Building
GL04080,Ramesh,Daily Wage Worker,21384,19489,702,3990,24,53,Medium,0.9114,0.0328,0.2626,5,Declining,Building
GL04081,Ramesh,Daily Wage Worker,14976,6959,1995,1497,18,35,Medium,0.4647,0.1332,0.1851,1,Declining,Building
GL04082,Ramesh,Daily Wage Worker,11362,7635,195,4175,12,56,Medium,0.672,0.0172,0.1306,5,Declining,Building
GL04083,Ramesh,Daily Wage Worker,15106,10580,1584,3372,13,53,Medium,0.7004,0.1049,0.1555,0,Stable,Building
GL04084,Ramesh,Daily Wage Worker,16128,12031,1261,4427,20,59,Medium,0.746,0.0782,0.1546,1,Stable,Building
GL04085,Ramesh,Daily Wage Worker,19291,8395,1884,4597,10,33,High,0.4352,0.0977,0.1161,4,Stable,Building
GL04086,Ramesh,Daily Wage Worker,17893,9687,1360,4430,13,48,Medium,0.5414,0.076,0.2948,0,Declining,Building
GL04087,Ramesh,Daily Wage Worker,10272,7612,847,3912,16,34,Medium,0.7411,0.0825,0.3963,3,Declining,Building
GL04088,Ramesh,Daily Wage Worker,10738,7627,671,1313,10,36,Low,0.7103,0.0625,0.2302,3,Stable,Building
GL04089,Ramesh,Daily Wage Worker,10162,8708,368,1210,14,43,Medium,0.857,0.0362,0.1391,5,Declining,Building
GL04090,Ramesh,Daily Wage Worker,18971,16267,1118,3934,19,38,High,0.8575,0.0589,0.3893,4,Stable,Building
GL04091,Ramesh,Daily Wage Worker,16369,8672,69,3964,24,59,Medium,0.5298,0.0042,0.144,4,Declining,Building
GL04092,Ramesh,Daily Wage Worker,17606,9155,1241,3951,25,49,High,0.52,0.0705,0.2698,5,Stable,Building
GL04093,Ramesh,Daily Wage Worker,11284,6421,224,4664,25,31,Medium,0.5691,0.0199,0.1691,4,Declining,Building
GL04094,Ramesh,Daily Wage Worker,14211,10520,641,4006,8,38,Medium,0.7403,0.0451,0.3455,0,Declining,Building
GL04095,Ramesh,Daily Wage Worker,18315,15571,1022,3717,25,43,Medium,0.8502,0.0558,0.1249,1,Stable,Building
GL04096,Ramesh,Daily Wage Worker,10607,4492,1533,3802,22,56,Medium,0.4235,0.1445,0.2073,4,Stable,Building
GL04097,Ramesh,Daily Wage Worker,14924,10542,912,3100,6,56,Low,0.7064,0.0611,0.3183,4,Declining,Building
GL04098,Ramesh,Daily Wage Worker,11167,5945,1831,3539,14,42,Medium,0.5324,0.164,0.1655,1,Stable,Building
GL04099,Ramesh,Daily Wage Worker,12196,5060,1049,4935,13,58,Medium,0.4149,0.086,0.1409,3,Declining,Building
GL04100,Ramesh,Daily Wage Worker,11607,6582,166,1011,25,59,Medium,0.5671,0.0143,0.2026,3,Stable,Building
GL04101,Ramesh,Daily Wage Worker,14257,12785,486,3560,11,30,High,0.8968,0.0341,0.1923,0,Stable,Building
GL04102,Ramesh,Daily Wage Worker,11096,6859,548,1277,14,40,Medium,0.6182,0.0494,0.244,0,Declining,Building
GL04103,Ramesh,Daily Wage Worker,14174,5978,99,3078,24,52,High,0.4218,0.007,0.2176,3,Stable,Building
GL04104,Ramesh,Daily Wage Worker,13273,8072,1943,1541,16,30,Low,0.6082,0.1464,0.1915,1,Stable,Building
GL04105,Ramesh,Daily Wage Worker,13322,6633,345,2885,19,59,Medium,0.4979,0.0259,0.1057,5,Declining,Building
GL04106,Ramesh,Daily Wage Worker,14957,12402,1917,4646,19,34,Low,0.8292,0.1282,0.2041,0,Declining,Building
GL04107,Ramesh,Daily Wage Worker,21453,19496,924,3062,8,58,Medium,0.9088,0.0431,0.222,5,Declining,Building
GL04108,Ramesh,Daily Wage Worker,16898,7813,1446,4223,20,32,Medium,0.4624,0.0856,0.1586,2,Stable,Building
GL04109,Ramesh,Daily Wage Worker,21047,20070,797,3586,25,53,Medium,0.9536,0.0379,0.2496,2,Stable,Building
GL04110,Ramesh,Daily Wage Worker,12543,8011,88,2934,7,42,Medium,0.6387,0.007,0.126,2,Stable,Building
GL04111,Ramesh,Daily Wage Worker,21473,16710,1995,3625,8,46,Medium,0.7782,0.0929,0.121,1,Declining,Building
GL04112,Ramesh,Daily Wage Worker,19759,18824,815,3918,5,52,Medium,0.9527,0.0412,0.1322,4,Declining,Building
GL04113,Ramesh,Daily Wage Worker,20336,15573,21,2294,16,58,Medium,0.7658,0.001,0.1981,1,Stable,Building
GL04114,Ramesh,Daily Wage Worker,15979,10447,1999,3939,13,38,Medium,0.6538,0.1251,0.3954,0,Declining,Building
GL04115,Ramesh,Daily Wage Worker,11396,9154,1809,3531,23,31,Medium,0.8033,0.1587,0.2536,2,Stable,Building
GL04116,Ramesh,Daily Wage Worker,17575,17302,212,3568,21,36,Medium,0.9845,0.0121,0.3989,4,Stable,Building
GL04117,Ramesh,Daily Wage Worker,21214,13386,1979,1613,13,48,Medium,0.631,0.0933,0.1723,5,Stable,Building
GL04118,Ramesh,Daily Wage Worker,19949,14889,803,4852,8,32,Medium,0.7464,0.0403,0.3492,1,Declining,Building
GL04119,Ramesh,Daily Wage Worker,20615,9120,669,3291,6,36,High,0.4424,0.0325,0.1384,2,Declining,Building
GL04120,Ramesh,Daily Wage Worker,18477,15504,873,2379,22,60,Medium,0.8391,0.0472,0.3141,1,Declining,Building
GL04121,Ramesh,Daily Wage Worker,16239,10893,1702,4462,10,39,Medium,0.6708,0.1048,0.3121,3,Declining,Building
GL04122,Ramesh,Daily Wage Worker,10339,7304,557,2954,8,54,Medium,0.7065,0.0539,0.3583,0,Declining,Building
GL04123,Ramesh,Daily Wage Worker,20034,8728,590,3937,17,59,High,0.4357,0.0294,0.3668,5,Stable,Building
GL04124,Ramesh,Daily Wage Worker,13458,9198,871,2640,18,45,Medium,0.6835,0.0647,0.381,3,Declining,Building
GL04125,Ramesh,Daily Wage Worker,13421,9104,389,2740,19,47,High,0.6784,0.029,0.2197,4,Declining,Building
GL04126,Ramesh,Daily Wage Worker,15945,6682,286,1133,17,46,Low,0.4191,0.0179,0.2513,1,Stable,Building
GL04127,Ramesh,Daily Wage Worker,21243,16197,615,4829,21,35,High,0.7625,0.029,0.1873,2,Stable,Building
GL04128,Ramesh,Daily Wage Worker,10585,5225,403,1735,5,43,Low,0.4937,0.0381,0.346,5,Declining,Building
GL04129,Ramesh,Daily Wage Worker,12599,11612,539,4800,19,45,High,0.9217,0.0428,0.2897,0,Stable,Building
GL04130,Ramesh,Daily Wage Worker,12597,9586,124,1767,17,53,High,0.761,0.0098,0.2774,0,Declining,Building
GL04131,Ramesh,Daily Wage Worker,18563,9567,624,3924,22,52,High,0.5154,0.0336,0.3063,2,Declining,Building
GL04132,Ramesh,Daily Wage Worker,20822,20080,576,2411,20,33,Medium,0.9644,0.0277,0.3127,0,Stable,Building
GL04133,Ramesh,Daily Wage Worker,12169,8371,455,1522,11,59,High,0.6879,0.0374,0.128,1,Stable,Building
GL04134,Ramesh,Daily Wage Worker,11692,8155,954,2556,8,37,High,0.6975,0.0816,0.1072,3,Declining,Building
GL04135,Ramesh,Daily Wage Worker,11897,5988,575,2446,12,55,High,0.5034,0.0483,0.3397,1,Declining,Building
GL04136,Ramesh,Daily Wage Worker,12210,8498,1531,1075,21,53,Medium,0.696,0.1254,0.3087,0,Stable,Building
GL04137,Ramesh,Daily Wage Worker,12005,8570,461,1672,15,47,Medium,0.7139,0.0384,0.2116,0,Declining,Building
GL04138,Ramesh,Daily Wage Worker,13851,6288,1366,3562,10,36,Medium,0.454,0.0986,0.3528,4,Declining,Building
GL04139,Ramesh,Daily Wage Worker,13294,10935,154,1681,6,46,High,0.8226,0.0116,0.2784,4,Declining,Building
GL04140,Ramesh,Daily Wage Worker,12784,11541,937,3797,15,52,High,0.9028,0.0733,0.259,5,Stable,Building
GL04141,Ramesh,Daily Wage Worker,19105,17364,195,2709,15,38,Medium,0.9089,0.0102,0.1715,1,Declining,Building
GL04142,Ramesh,Daily Wage Worker,17405,15208,150,1334,22,50,High,0.8738,0.0086,0.3149,2,Stable,Building
GL04143,Ramesh,Daily Wage Worker,21314,15851,1850,4676,9,40,Medium,0.7437,0.0868,0.2253,3,Declining,Building
GL04144,Ramesh,Daily Wage Worker,10522,7421,213,3865,23,53,High,0.7053,0.0202,0.2859,0,Declining,Building
GL04145,Ramesh,Daily Wage Worker,13125,9923,208,1237,20,59,High,0.7561,0.0158,0.3716,2,Stable,Building
GL04146,Ramesh,Daily Wage Worker,11489,5268,1203,4306,8,50,Low,0.4586,0.1047,0.3379,0,Stable,Building
GL04147,Ramesh,Daily Wage Worker,12995,8068,264,2389,17,35,High,0.6209,0.0203,0.3057,3,Stable,Building
GL04148,Ramesh,Daily Wage Worker,15995,11855,144,1721,12,46,Medium,0.7412,0.009,0.3031,4,Declining,Building
GL04149,Ramesh,Daily Wage Worker,13735,10588,1308,4658,22,47,High,0.7709,0.0952,0.3656,3,Stable,Building
GL04150,Ramesh,Daily Wage Worker,14669,13598,736,3459,5,32,Medium,0.927,0.0502,0.2014,5,Stable,Building
GL04151,Ramesh,Daily Wage Worker,18534,14790,1680,2449,12,42,High,0.798,0.0906,0.33,2,Stable,Building
GL04152,Ramesh,Daily Wage Worker,19691,18302,851,1878,16,48,Medium,0.9295,0.0432,0.1503,0,Declining,Building
GL04153,Ramesh,Daily Wage Worker,16157,14124,857,2196,22,49,Low,0.8742,0.053,0.3574,2,Stable,Building
GL04154,Ramesh,Daily Wage Worker,13581,10477,60,4297,23,37,Medium,0.7715,0.0044,0.1179,0,Stable,Building
GL04155,Ramesh,Daily Wage Worker,21985,10425,501,2814,18,49,Medium,0.4742,0.0228,0.2452,2,Declining,Building
GL04156,Ramesh,Daily Wage Worker,17989,11439,588,1745,9,30,Low,0.6359,0.0327,0.1896,1,Stable,Building
GL04157,Ramesh,Daily Wage Worker,19284,17668,1521,1503,24,55,Medium,0.9162,0.0789,0.2681,0,Declining,Building
GL04158,Ramesh,Daily Wage Worker,10454,6726,599,1986,14,60,Medium,0.6434,0.0573,0.2903,0,Stable,Building
GL04159,Ramesh,Daily Wage Worker,11013,10296,496,4001,5,38,Medium,0.9349,0.045,0.2739,0,Stable,Building
GL04160,Ramesh,Daily Wage Worker,20664,10458,1505,3663,7,45,Low,0.5061,0.0728,0.2633,0,Declining,Building
GL04161,Ramesh,Daily Wage Worker,14526,13856,438,2606,15,37,Medium,0.9539,0.0302,0.2534,3,Declining,Building
GL04162,Ramesh,Daily Wage Worker,14943,10534,1387,1099,18,47,Low,0.705,0.0928,0.27,2,Stable,Building
GL04163,Ramesh,Daily Wage Worker,10863,9953,802,3691,11,34,Medium,0.9163,0.0738,0.2186,0,Declining,Building
GL04164,Ramesh,Daily Wage Worker,12196,9070,132,2132,24,46,Medium,0.7437,0.0108,0.2534,0,Stable,Building
GL04165,Ramesh,Daily Wage Worker,16472,7377,1682,1834,8,50,High,0.4479,0.1021,0.184,4,Declining,Building
GL04166,Ramesh,Daily Wage Worker,10457,8991,899,3725,25,41,Low,0.8599,0.086,0.1776,5,Stable,Building
GL04167,Ramesh,Daily Wage Worker,14337,7491,257,2606,13,48,High,0.5225,0.0179,0.2531,0,Declining,Building
GL04168,Ramesh,Daily Wage Worker,16586,14909,1515,4049,16,38,Low,0.8989,0.0913,0.1492,5,Stable,Building
GL04169,Ramesh,Daily Wage Worker,20792,11957,1205,3230,10,38,Medium,0.5751,0.058,0.155,3,Stable,Building
GL04170,Ramesh,Daily Wage Worker,10184,7052,217,2115,25,40,Medium,0.6925,0.0213,0.132,2,Declining,Building
GL04171,Ramesh,Daily Wage Worker,12152,8061,902,2989,16,54,Medium,0.6634,0.0742,0.115,5,Stable,Building
GL04172,Ramesh,Daily Wage Worker,10148,7111,968,2549,15,35,Medium,0.7008,0.0954,0.1517,2,Stable,Building
GL04173,Ramesh,Daily Wage Worker,15106,10072,1575,4501,18,52,Medium,0.6668,0.1043,0.3547,3,Declining,Building
GL04174,Ramesh,Daily Wage Worker,21286,15613,1488,2889,19,49,Medium,0.7335,0.0699,0.3447,5,Declining,Building
GL04175,Ramesh,Daily Wage Worker,15070,7001,1181,3902,6,45,Medium,0.4646,0.0784,0.2251,3,Stable,Building
GL04176,Ramesh,Daily Wage Worker,12380,7907,779,4410,13,42,Medium,0.6387,0.0629,0.1509,4,Declining,Building
GL04177,Ramesh,Daily Wage Worker,12964,6493,538,4879,23,60,Medium,0.5009,0.0415,0.1117,1,Declining,Building
GL04178,Ramesh,Daily Wage Worker,12686,6103,866,2585,17,38,Medium,0.4811,0.0683,0.1186,4,Stable,Building
GL04179,Ramesh,Daily Wage Worker,19582,8455,1996,2551,24,35,High,0.4318,0.1019,0.1708,4,Stable,Building
GL04180,Ramesh,Daily Wage Worker,11192,7590,561,2936,10,38,High,0.6782,0.0501,0.3828,3,Stable,Building
GL04181,Ramesh,Daily Wage Worker,17934,8299,1133,2242,12,32,High,0.4628,0.0632,0.1525,2,Stable,Building
GL04182,Ramesh,Daily Wage Worker,16684,14328,1634,1055,21,53,Low,0.8588,0.0979,0.1373,1,Stable,Building
GL04183,Ramesh,Daily Wage Worker,12409,9852,1840,4470,9,40,Medium,0.794,0.1483,0.3395,0,Declining,Building
GL04184,Ramesh,Daily Wage Worker,19762,13940,691,2369,16,30,Medium,0.7054,0.035,0.3157,1,Stable,Building
GL04185,Ramesh,Daily Wage Worker,20786,20332,32,3008,13,37,High,0.9782,0.0015,0.3648,5,Declining,Building
GL04186,Ramesh,Daily Wage Worker,13907,10829,815,1699,13,30,Medium,0.7787,0.0586,0.3026,3,Declining,Building
GL04187,Ramesh,Daily Wage Worker,21414,14981,1902,3610,24,42,High,0.6996,0.0888,0.2836,0,Declining,Building
GL04188,Ramesh,Daily Wage Worker,16999,11413,1549,1717,23,36,Medium,0.6714,0.0911,0.3248,2,Declining,Building
GL04189,Ramesh,Daily Wage Worker,13991,8362,1830,1255,13,58,Medium,0.5977,0.1308,0.1468,5,Declining,Building
GL04190,Ramesh,Daily Wage Worker,19409,16307,1634,1389,23,31,Medium,0.8402,0.0842,0.3713,2,Stable,Building
GL04191,Ramesh,Daily Wage Worker,17860,14939,556,4428,5,39,Medium,0.8365,0.0311,0.318,1,Stable,Building
GL04192,Ramesh,Daily Wage Worker,18692,13370,293,1511,17,53,High,0.7153,0.0157,0.3639,0,Stable,Building
GL04193,Ramesh,Daily Wage Worker,17035,16551,330,1370,24,60,Medium,0.9716,0.0194,0.3833,5,Declining,Building
GL04194,Ramesh,Daily Wage Worker,17119,9771,747,2711,7,39,High,0.5708,0.0436,0.3993,3,Stable,Building
GL04195,Ramesh,Daily Wage Worker,14970,6291,1675,1447,20,33,Medium,0.4203,0.1119,0.229,1,Stable,Building
GL04196,Ramesh,Daily Wage Worker,17024,16036,324,3361,12,40,Medium,0.942,0.019,0.2148,4,Stable,Building
GL04197,Ramesh,Daily Wage Worker,10543,6258,736,4922,19,39,Medium,0.5936,0.0698,0.3852,0,Stable,Building
GL04198,Ramesh,Daily Wage Worker,11776,11350,121,3669,22,49,Medium,0.9639,0.0103,0.1684,4,Declining,Building
GL04199,Ramesh,Daily Wage Worker,15345,7945,1045,1723,12,39,High,0.5178,0.0681,0.237,2,Stable,Building
GL04200,Ramesh,Daily Wage Worker,20062,19040,201,3352,21,55,High,0.9491,0.01,0.3013,3,Declining,Building
GL04201,Ramesh,Daily Wage Worker,10782,8852,999,4931,19,30,Medium,0.821,0.0927,0.3528,2,Declining,Building
GL04202,Ramesh,Daily Wage Worker,17207,7565,787,2786,9,33,Medium,0.4397,0.0457,0.2434,0,Declining,Building
GL04203,Ramesh,Daily Wage Worker,14678,12662,248,4198,17,35,High,0.8627,0.0169,0.3946,2,Declining,Building
GL04204,Ramesh,Daily Wage Worker,14276,13950,231,1946,10,55,Medium,0.9772,0.0162,0.314,4,Stable,Building
GL04205,Ramesh,Daily Wage Worker,19882,16488,703,4655,23,35,Low,0.8293,0.0354,0.3217,0,Declining,Building
GL04206,Ramesh,Daily Wage Worker,11549,5083,588,2236,25,38,High,0.4402,0.0509,0.1863,3,Declining,Building
GL04207,Ramesh,Daily Wage Worker,15295,9707,162,1632,18,58,High,0.6347,0.0106,0.1242,4,Declining,Building
GL04208,Ramesh,Daily Wage Worker,10752,7149,248,4206,15,59,Medium,0.6649,0.0231,0.1119,1,Stable,Building
GL04209,Ramesh,Daily Wage Worker,21025,11706,50,2435,12,34,Medium,0.5568,0.0024,0.3967,5,Declining,Building
GL04210,Ramesh,Daily Wage Worker,20942,10646,633,2759,13,52,Medium,0.5084,0.0302,0.107,4,Declining,Building
GL04211,Ramesh,Daily Wage Worker,20133,9027,1897,1193,7,36,Medium,0.4484,0.0942,0.1314,5,Stable,Building
GL04212,Ramesh,Daily Wage Worker,15969,9744,251,4826,6,49,Medium,0.6102,0.0157,0.3573,3,Stable,Building
GL04213,Ramesh,Daily Wage Worker,21236,10428,912,4314,12,41,High,0.4911,0.0429,0.3615,0,Declining,Building
GL04214,Ramesh,Daily Wage Worker,20836,18969,1007,1717,14,34,Medium,0.9104,0.0483,0.1882,4,Declining,Building
GL04215,Ramesh,Daily Wage Worker,16971,14133,761,4749,16,34,Medium,0.8328,0.0448,0.2013,5,Stable,Building
GL04216,Ramesh,Daily Wage Worker,11287,9396,1494,1175,18,32,High,0.8325,0.1324,0.3775,0,Stable,Building
GL04217,Ramesh,Daily Wage Worker,11847,7281,1556,2059,6,30,Medium,0.6146,0.1313,0.3443,0,Stable,Building
GL04218,Ramesh,Daily Wage Worker,15803,12688,1924,2694,19,50,Medium,0.8029,0.1217,0.3354,2,Stable,Building
GL04219,Ramesh,Daily Wage Worker,20455,18671,816,1680,14,33,High,0.9128,0.0399,0.2116,4,Stable,Building
GL04220,Ramesh,Daily Wage Worker,17072,11527,1664,2211,9,39,Medium,0.6752,0.0975,0.1991,0,Stable,Building
GL04221,Ramesh,Daily Wage Worker,11405,11051,117,3697,23,40,Medium,0.969,0.0103,0.2543,5,Stable,Building
GL04222,Ramesh,Daily Wage Worker,14394,7608,1470,2976,5,53,Medium,0.5286,0.1021,0.3265,1,Declining,Building
GL04223,Ramesh,Daily Wage Worker,20479,11869,913,1950,22,48,High,0.5796,0.0446,0.3375,0,Stable,Building
GL04224,Ramesh,Daily Wage Worker,16747,12798,1709,3704,10,50,Medium,0.7642,0.102,0.3307,5,Stable,Building
GL04225,Ramesh,Daily Wage Worker,10647,7268,111,4877,22,48,Medium,0.6827,0.0104,0.2779,2,Declining,Building
GL04226,Ramesh,Daily Wage Worker,19685,17314,1032,4298,25,53,Medium,0.8796,0.0524,0.3847,1,Declining,Building
GL04227,Ramesh,Daily Wage Worker,10982,5597,1990,3625,14,51,High,0.5097,0.1812,0.3379,3,Declining,Building
GL04228,Ramesh,Daily Wage Worker,10924,5126,529,3758,18,31,Medium,0.4693,0.0484,0.2983,3,Stable,Building
GL04229,Ramesh,Daily Wage Worker,21485,17336,1833,4406,18,56,Medium,0.8069,0.0853,0.3016,3,Declining,Building
GL04230,Ramesh,Daily Wage Worker,15904,12999,1066,2361,16,59,Medium,0.8174,0.067,0.2723,5,Declining,Building
GL04231,Ramesh,Daily Wage Worker,14572,8609,1807,1244,24,45,High,0.5908,0.124,0.256,5,Stable,Building
GL04232,Ramesh,Daily Wage Worker,20871,13841,605,2362,21,45,Medium,0.6632,0.029,0.309,5,Stable,Building
GL04233,Ramesh,Daily Wage Worker,17022,7809,601,3234,24,52,High,0.4588,0.0353,0.3552,0,Stable,Building
GL04234,Ramesh,Daily Wage Worker,18115,8829,1804,2436,12,31,Medium,0.4874,0.0996,0.3228,2,Declining,Building
GL04235,Ramesh,Daily Wage Worker,10835,8623,249,1652,12,35,Medium,0.7959,0.023,0.2519,1,Stable,Building
GL04236,Ramesh,Daily Wage Worker,20475,18073,531,1518,12,59,Medium,0.8827,0.0259,0.1338,0,Stable,Building
GL04237,Ramesh,Daily Wage Worker,11726,8306,153,2657,6,44,Medium,0.7084,0.013,0.3839,1,Stable,Building
GL04238,Ramesh,Daily Wage Worker,16288,15602,232,2457,16,42,Medium,0.9579,0.0142,0.1447,4,Declining,Building
GL04239,Ramesh,Daily Wage Worker,20018,8263,1291,2085,14,32,Medium,0.4128,0.0645,0.1979,3,Declining,Building
GL04240,Ramesh,Daily Wage Worker,16899,7795,1406,2115,13,43,Medium,0.4613,0.0832,0.1449,3,Declining,Building
GL04241,Ramesh,Daily Wage Worker,20602,14481,1116,1235,8,47,High,0.7029,0.0542,0.2858,3,Stable,Building
GL04242,Ramesh,Daily Wage Worker,21371,10059,1972,2330,15,58,Medium,0.4707,0.0923,0.124,5,Declining,Building
GL04243,Ramesh,Daily Wage Worker,10666,6725,529,4546,5,43,Medium,0.6306,0.0496,0.2618,5,Stable,Building
GL04244,Ramesh,Daily Wage Worker,15721,11468,1239,4148,19,37,Medium,0.7295,0.0788,0.331,4,Stable,Building
GL04245,Ramesh,Daily Wage Worker,18357,17576,132,3770,6,44,Medium,0.9575,0.0072,0.2171,5,Stable,Building
GL04246,Ramesh,Daily Wage Worker,17745,9649,1644,2702,22,38,High,0.5438,0.0926,0.2802,2,Declining,Building
GL04247,Ramesh,Daily Wage Worker,10453,7705,1903,2841,7,59,Medium,0.7372,0.1821,0.1447,1,Stable,Building
GL04248,Ramesh,Daily Wage Worker,20216,11375,401,3364,15,44,Medium,0.5627,0.0198,0.3938,1,Declining,Building
GL04249,Ramesh,Daily Wage Worker,19711,18843,286,4212,20,54,Medium,0.956,0.0145,0.3541,2,Stable,Building
GL04250,Ramesh,Daily Wage Worker,13496,10636,1020,1842,8,36,Low,0.7881,0.0756,0.1237,5,Stable,Building
GL04251,Ramesh,Daily Wage Worker,10646,9653,418,2962,23,38,Low,0.9068,0.0393,0.2977,5,Stable,Building
GL04252,Ramesh,Daily Wage Worker,15407,13716,1073,2076,25,40,Medium,0.8903,0.0696,0.2957,2,Declining,Building
GL04253,Ramesh,Daily Wage Worker,21707,16974,1847,1786,14,46,Medium,0.782,0.0851,0.326,4,Stable,Building
GL04254,Ramesh,Daily Wage Worker,11156,4736,1763,3181,18,30,Low,0.4246,0.158,0.2796,5,Stable,Building
GL04255,Ramesh,Daily Wage Worker,14689,13941,439,4491,14,47,Medium,0.9491,0.0299,0.3219,5,Declining,Building
GL04256,Ramesh,Daily Wage Worker,11603,8346,749,4353,5,42,Medium,0.7193,0.0646,0.3992,3,Stable,Building
GL04257,Ramesh,Daily Wage Worker,11906,9170,744,1755,20,48,Medium,0.7702,0.0625,0.3369,3,Stable,Building
