user_id,occupation,monthly_income,monthly_expenses,savings,average_balance,digital_transactions,cash_transactions,income_variance,expense_ratio,savings_ratio,emi_ratio,financial_buffer,financial_score,missed_payments,income_growth,financial_tier
GL04378,Daily Wage Worker,11284,10019,1175,1802,5,49,Medium,0.8879,0.1041,0.3972,0.1799,0,4,Declining,Building
GL04379,Daily Wage Worker,12511,8344,1761,4743,6,49,Medium,0.667,0.1408,0.2845,0.5684,0,1,Declining,Building
GL04380,Daily Wage Worker,12365,8049,35,3709,18,36,Medium,0.651,0.0028,0.2308,0.4608,0,5,Stable,Building
GL04381,Daily Wage Worker,11741,8102,1935,1042,15,51,High,0.6901,0.1648,0.2209,0.1286,2,0,Stable,Building
GL04382,Daily Wage Worker,13256,8654,105,3103,10,44,High,0.6529,0.0079,0.2496,0.3586,0,1,Stable,Building
GL04383,Daily Wage Worker,13507,11453,66,1103,19,51,Medium,0.848,0.0049,0.1272,0.0963,2,5,Stable,Building
GL04384,Daily Wage Worker,15357,8736,153,2381,7,43,High,0.5689,0.01,0.2366,0.2726,2,4,Declining,Building
GL04385,Daily Wage Worker,10106,6150,814,2113,23,43,Low,0.6086,0.0805,0.3849,0.3436,2,5,Stable,Building
GL04386,Daily Wage Worker,19469,13462,1103,4864,21,55,Medium,0.6915,0.0567,0.3579,0.3613,0,5,Stable,Building
GL04387,Daily Wage Worker,13614,9508,1334,3113,16,47,Medium,0.6984,0.098,0.2487,0.3274,0,3,Stable,Building
GL04388,Daily Wage Worker,11260,8798,938,1481,14,33,Medium,0.7814,0.0833,0.2281,0.1683,0,2,Declining,Building
GL04389,Daily Wage Worker,20345,12402,1093,3814,18,38,Low,0.6096,0.0537,0.2661,0.3075,4,0,Stable,Building
GL04390,Daily Wage Worker,19959,8203,1786,4864,17,58,Low,0.411,0.0895,0.255,0.593,2,1,Stable,Building
GL04391,Daily Wage Worker,16369,7930,307,4325,6,33,Medium,0.4845,0.0188,0.2981,0.5454,2,4,Stable,Building
GL04392,Daily Wage Worker,19091,13388,725,2623,21,49,Medium,0.7013,0.038,0.1311,0.1959,2,2,Stable,Building
GL04393,Daily Wage Worker,11334,7802,151,4271,16,40,Medium,0.6884,0.0133,0.1193,0.5474,4,0,Stable,Building
GL04394,Daily Wage Worker,17752,15048,650,4749,13,43,Medium,0.8477,0.0366,0.1838,0.3156,2,0,Declining,Building
GL04395,Daily Wage Worker,16301,9635,1967,3800,21,51,Medium,0.5911,0.1207,0.1669,0.3944,4,0,Stable,Building
GL04396,Daily Wage Worker,19772,17298,1178,1265,8,45,High,0.8749,0.0596,0.3623,0.0731,0,5,Stable,Building
GL04397,Daily Wage Worker,14291,11820,963,4710,9,32,Medium,0.8271,0.0674,0.2057,0.3985,0,5,Stable,Building
GL04398,Daily Wage Worker,18181,17555,353,1271,14,31,Medium,0.9656,0.0194,0.347,0.0724,0,5,Declining,Building
GL04399,Daily Wage Worker,21886,20993,200,1599,11,49,High,0.9592,0.0091,0.2599,0.0762,0,2,Stable,Building
GL04400,Daily Wage Worker,15057,14784,146,1798,21,45,Medium,0.9819,0.0097,0.1509,0.1216,0,1,Stable,Building
GL04401,Daily Wage Worker,12814,6665,687,2535,7,35,Medium,0.5202,0.0536,0.3673,0.3803,2,5,Declining,Building
GL04402,Daily Wage Worker,11348,6283,251,3533,5,39,Medium,0.5537,0.0221,0.3676,0.5623,2,5,Stable,Building
GL04403,Daily Wage Worker,13296,9593,1304,4839,24,31,Medium,0.7215,0.0981,0.1239,0.5044,2,1,Stable,Building
GL04404,Daily Wage Worker,15394,14048,80,3285,6,42,High,0.9126,0.0052,0.1545,0.2338,0,1,Declining,Building
GL04405,Daily Wage Worker,19529,10035,1330,2490,6,35,Low,0.5139,0.0681,0.18,0.2481,2,4,Declining,Building
GL04406,Daily Wage Worker,13383,11850,368,1582,6,52,Low,0.8855,0.0275,0.3122,0.1335,0,1,Declining,Building
GL04407,Daily Wage Worker,16057,13844,158,2737,24,33,High,0.8622,0.0098,0.3104,0.1977,2,0,Declining,Building
GL04408,Daily Wage Worker,17029,11857,1864,1210,22,42,Medium,0.6963,0.1095,0.2505,0.102,0,1,Declining,Building
GL04409,Daily Wage Worker,16354,9987,577,1827,11,51,Medium,0.6107,0.0353,0.1475,0.1829,4,5,Declining,Building
GL04410,Daily Wage Worker,13323,7339,565,2930,13,38,High,0.5509,0.0424,0.3059,0.3992,2,3,Stable,Building
GL04411,Daily Wage Worker,21529,16545,69,3594,10,38,High,0.7685,0.0032,0.298,0.2172,2,0,Stable,Building
GL04412,Daily Wage Worker,13547,7941,1529,1608,24,58,High,0.5862,0.1129,0.2528,0.2025,2,2,Declining,Building
GL04413,Daily Wage Worker,20782,20237,128,3894,21,31,Medium,0.9738,0.0062,0.2758,0.1924,0,1,Declining,Building
GL04414,Daily Wage Worker,14901,11633,971,2845,11,53,Medium,0.7807,0.0652,0.1077,0.2446,2,2,Stable,Building
GL04415,Daily Wage Worker,10916,6393,363,4082,18,52,Medium,0.5857,0.0333,0.3035,0.6385,2,2,Stable,Building
GL04416,Daily Wage Worker,16306,10034,1099,4687,14,53,Medium,0.6154,0.0674,0.3322,0.4671,2,5,Stable,Building
GL04417,Daily Wage Worker,12733,5383,631,4101,24,49,High,0.4228,0.0496,0.347,0.7618,2,2,Declining,Building
GL04418,Daily Wage Worker,10932,10607,89,4612,23,31,Medium,0.9703,0.0081,0.1639,0.4348,0,1,Declining,Building
GL04419,Daily Wage Worker,21194,15073,1925,1766,16,55,Medium,0.7112,0.0908,0.1388,0.1172,4,0,Stable,Building
GL04420,Daily Wage Worker,17507,14704,1143,4965,6,52,High,0.8399,0.0653,0.2512,0.3377,2,0,Stable,Building
GL04421,Daily Wage Worker,21479,11319,1477,2991,24,56,Medium,0.527,0.0688,0.2336,0.2642,2,1,Declining,Building
GL04422,Daily Wage Worker,12639,12290,104,2962,6,35,Medium,0.9724,0.0082,0.3915,0.241,0,5,Stable,Building
GL04423,Daily Wage Worker,10986,9694,318,3537,24,43,Medium,0.8824,0.0289,0.3967,0.3649,2,0,Declining,Building
GL04424,Daily Wage Worker,18687,10191,1596,2141,6,59,High,0.5454,0.0854,0.2435,0.2101,2,4,Declining,Building
GL04425,Daily Wage Worker,20552,16618,1413,1814,15,38,Medium,0.8086,0.0688,0.2174,0.1092,0,4,Stable,Building
GL04426,Daily Wage Worker,15622,12735,1625,2511,19,45,High,0.8152,0.104,0.3042,0.1972,0,3,Declining,Building
GL04427,Daily Wage Worker,10310,8641,775,3432,21,57,Medium,0.8382,0.0752,0.3126,0.3972,0,2,Stable,Building
GL04428,Daily Wage Worker,17511,9333,1754,4131,6,30,Low,0.533,0.1002,0.3929,0.4426,2,4,Declining,Building
GL04429,Daily Wage Worker,16631,6815,980,3872,17,46,Medium,0.4098,0.0589,0.3908,0.5682,2,4,Stable,Building
GL04430,Daily Wage Worker,21611,21155,226,2314,15,41,High,0.9789,0.0105,0.3011,0.1094,0,5,Stable,Building
GL04431,Daily Wage Worker,11056,5415,1818,4066,18,41,Medium,0.4898,0.1644,0.1862,0.7509,2,4,Declining,Building
GL04432,Daily Wage Worker,16961,8056,1473,4374,15,37,High,0.475,0.0868,0.3306,0.5429,2,2,Stable,Building
GL04433,Daily Wage Worker,10909,8481,1826,2394,19,52,High,0.7775,0.1674,0.2273,0.2823,0,1,Stable,Building
GL04434,Daily Wage Worker,18971,14285,1255,4044,13,38,High,0.753,0.0662,0.3084,0.2831,0,3,Stable,Building
GL04435,Daily Wage Worker,19853,11852,924,4642,20,54,High,0.597,0.0465,0.3471,0.3917,2,5,Declining,Building
GL04436,Daily Wage Worker,17017,8586,943,1663,21,58,Medium,0.5046,0.0554,0.3181,0.1937,2,4,Declining,Building
GL04437,Daily Wage Worker,20996,9626,1862,1431,8,44,Medium,0.4585,0.0887,0.2163,0.1487,2,5,Declining,Building
GL04438,Daily Wage Worker,21788,16879,1289,1916,17,52,Medium,0.7747,0.0592,0.3397,0.1135,0,5,Declining,Building
GL04439,Daily Wage Worker,11451,9441,1676,2593,20,55,High,0.8245,0.1464,0.1651,0.2747,0,5,Stable,Building
GL04440,Daily Wage Worker,13274,6666,763,4011,25,44,Medium,0.5022,0.0575,0.2162,0.6017,4,0,Declining,Building
GL04441,Daily Wage Worker,14142,12584,958,4885,11,47,Medium,0.8899,0.0677,0.3258,0.3882,0,5,Declining,Building
GL04442,Daily Wage Worker,18288,12099,1267,2972,24,48,High,0.6616,0.0693,0.1311,0.2456,2,5,Declining,Building
GL04443,Daily Wage Worker,18098,8287,677,3938,9,40,High,0.4579,0.0374,0.2781,0.4752,4,0,Declining,Building
GL04444,Daily Wage Worker,14825,7239,1242,3225,12,57,Medium,0.4883,0.0838,0.2828,0.4455,2,2,Stable,Building
GL04445,Daily Wage Worker,16211,10736,1676,4618,14,48,High,0.6623,0.1034,0.1641,0.4301,0,2,Stable,Building
GL04446,Daily Wage Worker,20289,16413,424,4747,18,39,High,0.809,0.0209,0.2413,0.2892,0,4,Declining,Building
GL04447,Daily Wage Worker,12595,11558,455,3181,12,48,Medium,0.9177,0.0361,0.3955,0.2752,0,5,Declining,Building
GL04448,Daily Wage Worker,15222,7547,5,3666,9,52,Medium,0.4958,0.0003,0.1399,0.4858,6,0,Stable,Emerging
GL04449,Daily Wage Worker,12028,10820,784,3403,7,46,High,0.8996,0.0652,0.11,0.3145,2,2,Stable,Building
GL04450,Daily Wage Worker,10370,8836,688,1111,7,57,Medium,0.8521,0.0663,0.1656,0.1257,0,3,Declining,Building
GL04451,Daily Wage Worker,15572,11674,75,3510,23,31,Medium,0.7497,0.0048,0.2497,0.3007,0,5,Declining,Building
GL04452,Daily Wage Worker,19025,15282,1875,4925,7,41,Medium,0.8033,0.0986,0.2596,0.3223,0,3,Stable,Building
GL04453,Daily Wage Worker,19562,15225,1466,3646,17,58,High,0.7783,0.0749,0.1155,0.2395,2,5,Stable,Building
GL04454,Daily Wage Worker,14044,10757,1870,4686,6,50,High,0.766,0.1332,0.3684,0.4356,0,4,Stable,Building
GL04455,Daily Wage Worker,10265,6863,396,2994,6,59,Low,0.6686,0.0386,0.2851,0.4363,0,5,Declining,Building
GL04456,Daily Wage Worker,16494,14974,84,3226,21,37,Medium,0.9079,0.0051,0.1931,0.2154,2,0,Stable,Building
GL04457,Daily Wage Worker,17115,9909,1327,1240,18,43,High,0.579,0.0775,0.3591,0.1251,2,3,Stable,Building
GL04458,Daily Wage Worker,12308,6792,477,1325,11,60,Medium,0.5519,0.0388,0.3655,0.1951,4,0,Stable,Building
GL04459,Daily Wage Worker,13239,9558,535,3883,21,56,High,0.722,0.0404,0.1039,0.4063,2,5,Stable,Building
GL04460,Daily Wage Worker,12577,8869,409,4301,21,36,High,0.7052,0.0325,0.2247,0.4849,0,4,Declining,Building
GL04461,Daily Wage Worker,15386,9350,1619,2038,9,52,High,0.6077,0.1052,0.3479,0.218,2,5,Stable,Building
GL04462,Daily Wage Worker,12345,7140,1479,4366,17,60,Low,0.5784,0.1198,0.176,0.6115,2,1,Declining,Building
GL04463,Daily Wage Worker,20954,8742,528,4020,21,48,Medium,0.4172,0.0252,0.1687,0.4598,2,3,Declining,Building
GL04464,Daily Wage Worker,10056,5844,1439,2611,9,52,Low,0.5812,0.1431,0.3985,0.4468,2,1,Stable,Building
GL04465,Daily Wage Worker,17082,10454,108,3874,19,55,Low,0.612,0.0063,0.2373,0.3706,2,5,Stable,Building
GL04466,Daily Wage Worker,21891,13174,1811,4755,10,52,Medium,0.6018,0.0827,0.2686,0.3609,4,0,Declining,Building
GL04467,Daily Wage Worker,21868,17597,1449,4129,21,53,Medium,0.8047,0.0663,0.247,0.2346,0,5,Declining,Building
GL04468,Daily Wage Worker,12004,11029,68,1974,6,38,High,0.9188,0.0057,0.3271,0.179,0,2,Stable,Building
GL04469,Daily Wage Worker,13657,13360,266,3339,13,46,High,0.9783,0.0195,0.2162,0.2499,0,1,Stable,Building
GL04470,Daily Wage Worker,19228,15543,1801,2767,13,43,High,0.8084,0.0937,0.359,0.178,0,2,Declining,Building
GL04471,Daily Wage Worker,12456,11310,733,2097,9,55,Medium,0.908,0.0588,0.248,0.1854,0,2,Stable,Building
GL04472,Daily Wage Worker,13579,6367,1612,2850,10,53,Medium,0.4689,0.1187,0.1884,0.4476,2,3,Stable,Building
GL04473,Daily Wage Worker,21072,15268,1381,1830,11,44,High,0.7246,0.0655,0.178,0.1199,2,0,Declining,Building
GL04474,Daily Wage Worker,17694,9131,1165,4248,21,32,High,0.5161,0.0658,0.1583,0.4652,2,4,Declining,Building
GL04475,Daily Wage Worker,17539,10602,1194,4948,11,49,Medium,0.6045,0.0681,0.3346,0.4667,2,4,Declining,Building
GL04476,Daily Wage Worker,19648,15394,140,4417,21,46,Medium,0.7835,0.0071,0.2031,0.2869,0,2,Declining,Building
GL04477,Daily Wage Worker,11843,9633,1906,3571,16,59,Medium,0.8134,0.1609,0.3888,0.3707,2,0,Stable,Building
GL04478,Daily Wage Worker,14994,12836,481,4082,22,30,Medium,0.8561,0.0321,0.3576,0.318,2,0,Declining,Building
GL04479,Daily Wage Worker,11248,5727,1507,2959,16,50,Medium,0.5092,0.134,0.1361,0.5167,4,4,Stable,Building
GL04480,Daily Wage Worker,17912,11110,1725,1267,22,55,Medium,0.6203,0.0963,0.2994,0.114,2,3,Declining,Building
GL04481,Daily Wage Worker,13670,8668,1641,3103,15,48,High,0.6341,0.12,0.3562,0.358,2,5,Stable,Building
GL04482,Daily Wage Worker,21227,16741,309,2213,22,54,Medium,0.7887,0.0146,0.2659,0.1322,0,5,Declining,Building
GL04483,Daily Wage Worker,19381,15008,775,4595,11,45,Medium,0.7744,0.04,0.2171,0.3062,2,0,Stable,Building
GL04484,Daily Wage Worker,10039,7558,1600,1701,23,39,High,0.7529,0.1594,0.3564,0.2251,0,1,Stable,Building
GL04485,Daily Wage Worker,15982,6910,280,1221,8,54,Medium,0.4324,0.0175,0.2761,0.1767,2,2,Stable,Building
GL04486,Daily Wage Worker,18134,16344,201,4158,22,56,Medium,0.9013,0.0111,0.1956,0.2544,0,3,Declining,Building
GL04487,Daily Wage Worker,21355,11717,1573,1258,9,35,Medium,0.5487,0.0737,0.3811,0.1074,2,4,Declining,Building
GL04488,Daily Wage Worker,14591,13463,960,1380,22,54,Medium,0.9227,0.0658,0.3995,0.1025,0,3,Declining,Building
GL04489,Daily Wage Worker,14041,11582,595,1775,19,59,Medium,0.8249,0.0424,0.2913,0.1533,2,0,Stable,Building
GL04490,Daily Wage Worker,17034,13194,1765,1916,25,38,High,0.7746,0.1036,0.1529,0.1452,0,1,Declining,Building
GL04491,Daily Wage Worker,13787,9471,219,3004,25,40,High,0.687,0.0159,0.3978,0.3172,0,2,Declining,Building
GL04492,Daily Wage Worker,16644,11129,488,4159,16,38,Medium,0.6687,0.0293,0.228,0.3737,0,3,Stable,Building
GL04493,Daily Wage Worker,17679,11056,1276,2284,10,41,Medium,0.6254,0.0722,0.2571,0.2066,4,0,Declining,Building
GL04494,Daily Wage Worker,11684,8292,381,4754,18,34,Low,0.7097,0.0326,0.1987,0.5733,0,4,Stable,Building
GL04495,Daily Wage Worker,15125,6667,1366,3321,17,31,High,0.4408,0.0903,0.2429,0.4981,2,1,Declining,Building
GL04496,Daily Wage Worker,13798,8992,1393,1942,23,54,Medium,0.6517,0.101,0.1147,0.216,2,1,Stable,Building
GL04497,Daily Wage Worker,18669,15330,481,4939,21,39,High,0.8212,0.0258,0.2465,0.3222,0,4,Stable,Building
GL04498,Daily Wage Worker,13941,13560,98,3624,6,34,High,0.9727,0.007,0.3609,0.2673,0,2,Stable,Building
GL04499,Daily Wage Worker,11979,5570,356,3704,15,46,High,0.465,0.0297,0.3545,0.665,4,0,Declining,Building
GL04500,Daily Wage Worker,17019,12449,758,1833,17,50,Low,0.7315,0.0445,0.2808,0.1472,2,0,Stable,Building
GL04501,Daily Wage Worker,12587,7034,1541,3950,20,46,Low,0.5589,0.1224,0.3832,0.5616,4,0,Stable,Building
GL04502,Daily Wage Worker,14378,9385,257,4099,21,48,Medium,0.6528,0.0179,0.1528,0.4368,0,3,Declining,Building
GL04503,Daily Wage Worker,15713,10339,1540,2953,8,60,High,0.658,0.098,0.2339,0.2856,0,5,Stable,Building
GL04504,Daily Wage Worker,16246,11664,258,3317,20,40,High,0.718,0.0159,0.205,0.2844,0,5,Declining,Building
GL04505,Daily Wage Worker,16649,12030,922,1871,17,41,Medium,0.7226,0.0554,0.2796,0.1555,2,0,Declining,Building
GL04506,Daily Wage Worker,13166,8883,1666,2084,20,48,Medium,0.6747,0.1265,0.2046,0.2346,2,0,Declining,Building
GL04507,Daily Wage Worker,20145,9512,1452,1037,8,57,Medium,0.4722,0.0721,0.399,0.109,2,5,Stable,Building
GL04508,Daily Wage Worker,18996,8495,1183,3149,6,31,Medium,0.4472,0.0623,0.1506,0.3707,2,2,Declining,Building
GL04509,Daily Wage Worker,13175,7607,1442,1765,21,58,High,0.5774,0.1094,0.3993,0.232,2,1,Stable,Building
GL04510,Daily Wage Worker,14509,12495,342,4591,25,56,High,0.8612,0.0236,0.181,0.3674,0,1,Stable,Building
GL04511,Daily Wage Worker,19047,9011,243,1114,24,33,Medium,0.4731,0.0128,0.1007,0.1236,4,1,Declining,Building
GL04512,Daily Wage Worker,15193,10433,1135,2140,22,58,High,0.6867,0.0747,0.2874,0.2051,0,5,Declining,Building
GL04513,Daily Wage Worker,19606,17788,1596,3917,13,44,Medium,0.9073,0.0814,0.1902,0.2202,0,3,Declining,Building
GL04514,Daily Wage Worker,10782,9391,1197,3485,22,51,Medium,0.871,0.111,0.3236,0.3711,0,3,Stable,Building
GL04515,Daily Wage Worker,18920,13026,1594,1528,8,60,Medium,0.6885,0.0842,0.2414,0.1173,0,1,Declining,Building
GL04516,Daily Wage Worker,14046,8365,1546,4856,22,30,Medium,0.5956,0.1101,0.253,0.5805,2,4,Declining,Building
GL04517,Daily Wage Worker,20265,9948,1399,1832,14,33,Medium,0.4909,0.069,0.3895,0.1842,4,0,Stable,Building
GL04518,Daily Wage Worker,12336,8601,170,2104,7,35,Medium,0.6973,0.0138,0.3294,0.2446,0,4,Declining,Building
GL04519,Daily Wage Worker,18221,16686,1303,4256,6,40,High,0.9158,0.0715,0.3353,0.2551,2,0,Declining,Building
GL04520,Daily Wage Worker,18681,15761,720,2123,13,30,Medium,0.8437,0.0385,0.3403,0.1347,0,4,Stable,Building
GL04521,Daily Wage Worker,18617,12290,141,3950,9,38,Medium,0.6602,0.0076,0.2865,0.3214,0,1,Declining,Building
GL04522,Daily Wage Worker,16061,6613,119,4295,13,31,High,0.4118,0.0074,0.3234,0.6495,4,0,Declining,Building
GL04523,Daily Wage Worker,15492,9281,659,1447,9,39,Medium,0.5991,0.0425,0.1672,0.1559,2,2,Declining,Building
GL04524,Daily Wage Worker,10375,4417,1770,1036,24,52,Medium,0.4258,0.1706,0.2959,0.2345,2,3,Declining,Building
GL04525,Daily Wage Worker,13065,11369,1340,3530,14,40,Low,0.8702,0.1026,0.2375,0.3105,0,1,Declining,Building
GL04526,Daily Wage Worker,21909,12012,1403,1646,16,45,Medium,0.5483,0.064,0.3173,0.137,2,1,Declining,Building
GL04527,Daily Wage Worker,11050,6964,414,2401,19,33,High,0.6303,0.0375,0.183,0.3448,2,1,Declining,Building
GL04528,Daily Wage Worker,21849,11164,365,2712,24,38,Medium,0.511,0.0167,0.176,0.2429,2,5,Declining,Building
GL04529,Daily Wage Worker,10913,9588,947,1157,15,55,Medium,0.8786,0.0868,0.2899,0.1207,2,0,Declining,Building
GL04530,Daily Wage Worker,16986,10604,1537,3376,25,46,Medium,0.6243,0.0905,0.2853,0.3184,2,4,Stable,Building
GL04531,Daily Wage Worker,12761,11604,605,1091,20,36,High,0.9094,0.0474,0.1956,0.094,0,5,Declining,Building
GL04532,Daily Wage Worker,15978,12194,533,3348,11,47,Medium,0.7632,0.0334,0.3928,0.2746,0,5,Declining,Building
GL04533,Daily Wage Worker,10256,5781,688,2792,10,56,Low,0.5637,0.0671,0.157,0.483,2,4,Stable,Building
GL04534,Daily Wage Worker,20959,12533,380,1931,20,48,Medium,0.598,0.0181,0.2195,0.1541,2,2,Declining,Building
GL04535,Daily Wage Worker,16928,7092,1769,4183,18,43,Low,0.419,0.1045,0.2534,0.5898,2,4,Stable,Building
GL04536,Daily Wage Worker,17644,16193,1224,3112,20,42,High,0.9178,0.0694,0.1248,0.1922,2,4,Stable,Building
GL04537,Daily Wage Worker,20348,19519,504,4950,9,32,Medium,0.9593,0.0248,0.2514,0.2536,0,1,Stable,Building
GL04538,Daily Wage Worker,20262,17733,398,4676,17,30,Medium,0.8752,0.0196,0.2063,0.2637,0,5,Declining,Building
GL04539,Daily Wage Worker,16519,10213,109,1460,15,50,Medium,0.6183,0.0066,0.3132,0.143,2,1,Stable,Building
GL04540,Daily Wage Worker,10409,10086,100,3750,25,40,Medium,0.969,0.0096,0.2344,0.3718,0,1,Stable,Building
GL04541,Daily Wage Worker,17326,15603,160,4371,19,51,High,0.9006,0.0092,0.1738,0.2801,0,3,Stable,Building
GL04542,Daily Wage Worker,10416,8997,900,4368,20,48,Medium,0.8638,0.0864,0.1232,0.4855,2,2,Declining,Building
GL04543,Daily Wage Worker,11853,10369,856,4512,23,60,Medium,0.8748,0.0722,0.2283,0.4351,0,4,Declining,Building
GL04544,Daily Wage Worker,19604,19106,230,2654,17,57,High,0.9746,0.0117,0.3894,0.1389,0,4,Declining,Building
GL04545,Daily Wage Worker,15763,11823,1630,2989,19,45,Medium,0.7501,0.1034,0.2189,0.2528,2,0,Declining,Building
GL04546,Daily Wage Worker,15034,13766,176,4449,9,44,Low,0.9157,0.0117,0.3793,0.3232,2,0,Declining,Building
GL04547,Daily Wage Worker,14345,9387,1450,2252,11,56,Medium,0.6544,0.1011,0.3766,0.2399,0,5,Declining,Building
GL04548,Daily Wage Worker,11408,5463,1046,1320,18,33,High,0.4789,0.0917,0.3683,0.2416,2,3,Stable,Building
GL04549,Daily Wage Worker,16678,13454,924,1093,16,49,Low,0.8067,0.0554,0.3643,0.0812,0,3,Declining,Building
GL04550,Daily Wage Worker,11295,9104,25,2528,15,43,Medium,0.8061,0.0022,0.1251,0.2777,2,4,Stable,Building
GL04551,Daily Wage Worker,17893,16486,286,2838,24,47,Medium,0.9214,0.016,0.3488,0.1721,0,1,Declining,Building
GL04552,Daily Wage Worker,17855,7491,1767,3232,17,31,High,0.4196,0.099,0.2526,0.4315,2,2,Stable,Building
GL04553,Daily Wage Worker,17867,9247,159,2886,8,60,High,0.5176,0.0089,0.1291,0.3121,6,0,Declining,Emerging
GL04554,Daily Wage Worker,10017,8257,1045,2848,16,33,Low,0.8243,0.1043,0.1024,0.3449,2,1,Stable,Building
GL04555,Daily Wage Worker,19629,15575,226,1068,20,44,Medium,0.7935,0.0115,0.1997,0.0686,0,2,Declining,Building
GL04556,Daily Wage Worker,14662,9478,1724,1552,17,44,Medium,0.6465,0.1176,0.325,0.1637,2,3,Declining,Building
GL04557,Daily Wage Worker,10870,8610,237,4878,13,37,High,0.7921,0.0218,0.3427,0.5666,2,0,Stable,Building
GL04558,Daily Wage Worker,18510,8712,858,4151,18,50,Medium,0.4707,0.0464,0.3278,0.4765,2,1,Stable,Building
GL04559,Daily Wage Worker,11456,10819,126,3203,8,31,Medium,0.9444,0.011,0.3706,0.2961,0,5,Stable,Building
GL04560,Daily Wage Worker,21015,10177,364,4491,9,58,Medium,0.4843,0.0173,0.3599,0.4413,4,0,Stable,Building
GL04561,Daily Wage Worker,12047,5121,1748,1988,20,42,High,0.4251,0.1451,0.2252,0.3882,2,3,Stable,Building
GL04562,Daily Wage Worker,13157,5720,526,4838,9,42,High,0.4348,0.04,0.2172,0.8458,4,0,Declining,Building
GL04563,Daily Wage Worker,14621,11679,1684,1928,9,30,Medium,0.7988,0.1152,0.1819,0.1651,0,2,Declining,Building
GL04564,Daily Wage Worker,13181,9067,1670,1300,22,32,Medium,0.6879,0.1267,0.2563,0.1434,0,1,Stable,Building
GL04565,Daily Wage Worker,20768,13659,539,2799,8,51,Medium,0.6577,0.026,0.1665,0.2049,0,5,Stable,Building
GL04566,Daily Wage Worker,21355,19477,414,2418,13,38,Medium,0.9121,0.0194,0.3943,0.1241,0,2,Declining,Building
GL04567,Daily Wage Worker,13430,10052,1770,2266,6,56,High,0.7485,0.1318,0.282,0.2254,0,4,Declining,Building
GL04568,Daily Wage Worker,17715,14326,246,4574,17,36,Medium,0.8087,0.0139,0.1224,0.3193,2,1,Declining,Building
GL04569,Daily Wage Worker,15967,11911,483,2899,11,42,Medium,0.746,0.0302,0.2712,0.2434,0,1,Stable,Building
GL04570,Daily Wage Worker,17912,12011,504,1468,11,45,Medium,0.6706,0.0281,0.2114,0.1222,0,3,Declining,Building
GL04571,Daily Wage Worker,13648,8439,1741,4733,11,35,High,0.6184,0.1276,0.1188,0.5608,6,0,Declining,Emerging
GL04572,Daily Wage Worker,15990,12793,592,2336,5,44,Medium,0.8001,0.037,0.1363,0.1826,2,3,Declining,Building
GL04573,Daily Wage Worker,12325,6236,1091,3514,22,48,Medium,0.506,0.0885,0.2431,0.5635,2,2,Stable,Building
GL04574,Daily Wage Worker,12152,9066,963,3011,19,44,Medium,0.7461,0.0792,0.257,0.3321,0,3,Stable,Building
GL04575,Daily Wage Worker,15975,14687,127,1638,18,35,Medium,0.9194,0.0079,0.1407,0.1115,2,2,Stable,Building
GL04576,Daily Wage Worker,14555,8404,625,2762,25,54,Low,0.5774,0.0429,0.105,0.3287,6,0,Stable,Emerging
GL04577,Daily Wage Worker,20014,11824,1891,1875,9,42,Low,0.5908,0.0945,0.3897,0.1586,2,5,Stable,Building
GL04578,Daily Wage Worker,15046,10065,672,1334,6,44,High,0.669,0.0447,0.1998,0.1325,0,3,Stable,Building
GL04579,Daily Wage Worker,20954,17831,570,1069,22,60,High,0.851,0.0272,0.1676,0.06,0,3,Stable,Building
GL04580,Daily Wage Worker,15183,11182,400,4300,18,57,High,0.7365,0.0263,0.2433,0.3845,0,3,Declining,Building
GL04581,Daily Wage Worker,21420,20651,134,2829,22,47,High,0.9641,0.0063,0.3197,0.137,0,1,Stable,Building
GL04582,Daily Wage Worker,18284,7792,1654,4087,13,51,High,0.4262,0.0905,0.134,0.5245,4,4,Declining,Building
GL04583,Daily Wage Worker,20805,9318,219,4420,18,56,Medium,0.4479,0.0105,0.1795,0.4744,2,4,Declining,Building
GL04584,Daily Wage Worker,13353,7368,1835,3162,22,43,Medium,0.5518,0.1374,0.2199,0.4292,2,5,Declining,Building
GL04585,Daily Wage Worker,12719,11101,1377,3723,21,40,Medium,0.8728,0.1083,0.1411,0.3354,2,5,Declining,Building
GL04586,Daily Wage Worker,11720,9947,1488,1159,16,57,Medium,0.8488,0.127,0.2955,0.1165,0,1,Stable,Building
GL04587,Daily Wage Worker,21743,16096,1914,4924,9,59,Medium,0.7403,0.088,0.2013,0.3059,0,4,Declining,Building
GL04588,Daily Wage Worker,21645,13538,1564,3127,23,30,Medium,0.6255,0.0723,0.1323,0.231,4,3,Declining,Building
GL04589,Daily Wage Worker,20562,18207,1297,4401,22,35,Medium,0.8855,0.0631,0.127,0.2417,4,0,Stable,Building
GL04590,Daily Wage Worker,10643,9114,369,1664,17,33,High,0.8564,0.0347,0.2824,0.1826,0,1,Declining,Building
GL04591,Daily Wage Worker,17303,15115,906,4785,13,34,Medium,0.8736,0.0524,0.3457,0.3166,0,5,Stable,Building
GL04592,Daily Wage Worker,13988,11147,321,2788,7,42,High,0.7969,0.0229,0.2994,0.2501,0,5,Declining,Building
GL04593,Daily Wage Worker,12444,8690,57,2543,11,47,Low,0.6984,0.0046,0.1548,0.2926,0,1,Stable,Building
